English,Tigrigna,POS_CATEGORIES
ownership,ዋንነት,(n) noun
ox,ብዕራይ,(n) noun
package,ጥቕላል ባኮ,(n) noun
packing,መጠርነፊ,(n) noun
page,ገጽ,(n) noun
pail,ሳንኮሎ,(n) noun
pain,ቃንዛ,(n) noun
"pain, be in",ተሳቐየ,(v) verb
painful,መቐንዘዊ,(a) adjective
paint,ሰኣለ,(v) verb
painter,"ሰኣሊ, ለማጻይ",(n) noun
painting,ስእሊ,(n) noun
pair,ጽምዲ,(n) noun
pal,መሓዛ,(n) noun
palace,ኣዳራሽ,(n) noun
pale,ጽምልው,(a) adjective
"pale,go",ጻዕደወ,(v) verb
palm,ከብዲ ኢድ,(n) noun
palm tree,ስየ,(n) noun
pan,ድስቲ,(n) noun
papaya,ፓፓዮ,(n) noun
paper,ወረቐት,(n) noun
parachute,ጃንጥላ,(n) noun
paragraph,ዓንቀጽ,(n) noun
parallel,ማዕረ ማዕረ,(a) adjective
pardon,ምሕረት,(n) noun
parent,ወለዲ,(n) noun
parish,ቤተ ጸሎት,(n) noun
park,መናፈሻ ቦታ,(n) noun
park,ጠጠ ኣበለ,(v) verb
parking ticket,መቕጻዕቲ,(n) noun
participate,ተሳተፈ,(v) verb
particular,ፍሉይ,(a) adjective
particularly,ብፍላይ,(adv) adverb
partridge,ቆቕሕ,(n) noun
pass,"ምሕላፍ, ሓለፈ",(v) verb
pass on,ኣመሓላለፈ,(v) verb
passage,መተሓላለፊ,(n) noun
passed,ሓሊፈ,(a) adjective
passenger,"መንገደኛ, ገያሻይ",(an) adjective noun
passion,ተምሳጥ,(n) noun
past,ሕሉፍ,(n) noun
paste,ባስታ,(n) noun
pastor,ቀሺ,(n) noun
pastry,እንዳ ዶልሺ,(n) noun
patch,ለገበ,(v) verb
path,መሕለፊ,(n) noun
patience,ትዕግስቲ,(n) noun
patient,ዓቃል,(a) adjective
patient,ተሓካሚ,(n) noun
pattern,ቅዲ,(n) noun
pause,ጠጠው በለ,(v) verb
pay,መሃያ,(n) noun
pay,ከፈለ,(v) verb
pea,ዓይኒ ዓተር,(n) noun
peace,ሰላም,(n) noun
peaceful,ሰላማዊ,(a) adjective
peach,ኩኽ,(n) noun
peanuts,ፉል,(n) noun
pearl,ሉል,(n) noun
peas,ዓይኒ ዓተር,(n) noun
peck,ወግአ,(v) verb
pedestrian,ኣጋር,(n) noun
peel,ቅላጥ,(n) noun
peel,ቀለጠ,(v) verb
pen,ፐሮ,(n) noun
penal,ገበናዊ,(a) adjective
penalty,መቕጻዕቲ,(n) noun
pencil,ርሳስ,(n) noun
pencil box,እንዳ ርሳስ,(n) noun
pendulum clock,ሰዓት,(n) noun
penknife,ሰንጢ,(n) noun
people,ህዝቢ,(n) noun
pepper,ፐፐሮኒ,(n) noun
perfect,ልክዕ,(a) adjective
perfection,ልክዕነት,(n) noun
perfectly,ብጽፈት,(adv) adverb
perform,ተጻወተ ምዚቃ,(v) verb
performance,ሙዚቃዊ ጸወታ,(n) noun
period,እዋን,(n) noun
permission,ፍቓድ,(n) noun
permit,ኣፍቀደ,(v) verb
persist,ጸንዐ,(v) verb
person,ሰብ,(n) noun
personal,ብሕታዊ,(a) adjective
personnel,ሰራሕተኛታት,(n) noun
persuade,ኣእመነ,(v) verb
petrol,በንዚን,(n) noun
pharmacist,ፋርማሲያዊ,(n) noun
pharmacy,ፋርማሲ,(n) noun
photograph,ስእሊ,(n) noun
photograph,ሰኣለ,(v) verb
photographer,ሰኣሊ,(n) noun
piano,ፒያኖ,(n) noun
pick,ኣረየ,(v) verb
pick up,ጠርነፈ,(v) verb
pick axe,ኣፍራዛ,(n) noun
picture,ስእሊ,(n) noun
piece,ቁራጽ,(n) noun
pig,ሓሰማ,(n) noun
pig farm,መራብሒ ሓሰማ,(n) noun
pigeon,ርግቢት,(n) noun
piggy bank,ካሳ,(n) noun
pill,ከኒና,(n) noun
pillow,መተርኣስ,(n) noun
pilot,መራሕ ነፋሪት,(n) noun
pin,መርፍእ ወረቐት,(n) noun
pipe,ቱቦ,(n) noun
pit,ጉድጓድ,(n) noun
pity,ድንጋጸ,(n) noun
place,ቦታ,(n) noun
place,ኣንበረ,(v) verb
plain,ጎልጉል,(n) noun
plan,መደብ,(n) noun
plant,ተኽሊ,(n) noun
plant,ተኸለ,(v) verb
plate,ሸሓኒ,(n) noun
platform,መድረክ,(n) noun
play,ጸወታ,(n) noun
play,ጻውቲ,(v) verb
player,ተጻዋቲት,(nf) noun feminine
player,ተጻዋቲ,(nm) noun masculine
plead,ተማሕጸነ,(v) verb
please,ብኽብረትኩም,(adv) adverb
pleasure,ደስታ,(n) noun
plug,መኽደኒ,(n) noun
plumber,ሰራሕ ቱቦ ማይ,(n) noun
pocket,ጁባ,(n) noun
poem,ግጥሚ,(n) noun
point,"ጫፍ, ነጥቢ",(n) noun
point out,ኣርኣየ,(v) verb
poison,ስሚ,(n) noun
poisonous,መርዛም,(a) adjective
police,ፖሊስ,(n) noun
polish,ወልወለ,(v) verb
polite,ልዙብ,(a) adjective
politeness,ትሕትና,(n) noun
political,ፖለቲካዊ,(a) adjective
politician,ፖለቲክ,(n) noun
pomp,ፖምፓ,(n) noun
pool,ንእሽቶ ቀላይ,(n) noun
poor,"ድኻ, ነዳይ",(a) adjective
pope,ጳጳስ,(n) noun
popular,ፖፕላር,(n) noun
population,ህዝቢ,(n) noun
port,ወደብ,(n) noun
porter,ረፋዕ,(n) noun
portfolio,እንዳ ገንዘብ,(n) noun
portrait,ስእሊ,(n) noun
position,ኣቀማምጣ,(n) noun
possess,ወነነ,(v) verb
possession,ዋንነት,(n) noun
possible,ዝከኣል,(a) adjective
possible,ተኽእሎ,(n) noun
post card,ካርቶሊና,(n) noun
post office,ቦስጣ ቤት,(n) noun
postal,ብቦስጣ,(a) adjective
poster,ፖስተር,(n) noun
pot,ጻሕሊ,(n) noun
potato,ድንሽ,(n) noun
pound,ፍርቂ ኪሎ,(n) noun
pour,ከዓወ,(v) verb
pour out,ቐድሐ,(v) verb
poverty,ድኽነት,(n) noun
powder,ባሩድ,(n) noun
power,ሓይሊ,(n) noun
powerful,ሓያል,(a) adjective
practical,ግብራዊ,(a) adjective
practice,ልምምድ,(n) noun
practise,ተላመደ,(v) verb
praise,ናእዳ,(n) noun
pray to,ጸሌየ,(v) verb
prayer,ጸሉት,(n) noun
preach,ሰበኸ,(v) verb
precaution,ጥንቃቐ,(n) noun
precise,ልክዕ,(a) adjective
precisely,ብግቡእ,(adv) adverb
prefer,መረጸ,(v) verb
preference,ምርጫ,(n) noun
preparation,ቅርርብ,(n) noun
prepare,ቀረበ,(v) verb
prescribe,ኣዘዘ,(v) verb
presence,ህላዌ,(n) noun
present,ህሉው,(a) adjective
president,ኣቦ መንበር,(n) noun
press,ማዕከን ወረ,(n) noun
press,ጸቐጠ,(v) verb
press release,ጋዜጣዊ መግለጺ,(n) noun
pretty,ጽቡቕ,(a) adjective
prevent,ዓገተ,(v) verb
previous,"ዝሓለፈ, (n adv) ድሮ",(a) adjective
prey,ተሃዳኒ,(n) noun
price,ዋጋ,(n) noun
prick,ወግአ,(v) verb
prickle,እሾኽ,(n) noun
prickly,ኣሻኹ,(a) adjective
pride,ሓበን,(n) noun
priest,ቀሺ,(n) noun
primary,መባእታዊ,(a) adjective
prince,ወዲ ንጉስ,(n) noun
princess,ጓል ንጉስ,(n) noun
principal,ቀንዲ,(a) adjective
principal,"ዳይረክቶር, አማሓዳሪ",(n) noun
principle,መትከል,(n) noun
print,ቅርጺ,(n) noun
print,ሓተመ,(v) verb
prison,ቤተ ማሕቡስ,(n) noun
prisoner,ሕቡስ,(n) noun
privilege,መሰል,(n) noun
probable,ምናልባት,(a) adjective
problem,ግድል,(n) noun
proceed,ንቕድሚት ኣምረሐ,(v) verb
proclaim,ኣወጀ,(v) verb
produce,ርባሕ,(an) adjective noun
produce,ኣፍረየ,(v) verb
profession,ሞያ,(n) noun
professional,ሞያዊ,(a) adjective
professor,ፕሮፈሰር,(n) noun
profit,መኽሰብ,(n) noun
profitable,ረብሓ ዘለዎ,(a) adjective
program,መደብ,(n) noun
progress,ምዕባለ,(n) noun
prohibit,ኣገደ,(v) verb
promise,መብጽዓ,(n) noun
promise,ተመባጸዐ,(v) verb
pronounce,ኣድመጸ,(v) verb
proof,መረጋገጺ,(n) noun
property,ዋንነት,(n) noun
prophet,ነቢይ,(n) noun
prosecution,ክሲ,(n) noun
protect,ተኸላኸ,(v) verb
protest,ተቓወመ,(v) verb
protestant,ከኒሻ,(an) adjective noun
proud,ኩሩዕ,(a) adjective
proudly,ብኹርዓት,(adv) adverb
prove,ኣእመነ,(v) verb
provide,ኣምጸአ,(v) verb
provinces,ኣውራጃ,(n) noun
provoke,ኣስዓበ,(v) verb
public,ህዝባዊ,(a) adjective
public,ህዝቢ,(n) noun
pull,ሰሓበ,(v) verb
pumpkin,ዱባ,(n) noun
punish,"ቀጽዐ, ኣተኻኸለ",(v) verb
pupil,መርዓት ዓይኒ,(n) noun
purchaser,ዓዳጊ,(n) noun
pure,ጽሩይ,(a) adjective
purr,ሩር በለ,(v) verb
pursuit,ክሲ,(n) noun
push,ደፍአ,(v) verb
push aside,ፈላለየ,(v) verb
put,ኣቐመጠ,(v) verb
put into words,ገለጸ,(v) verb
put out,ኣጥፈአ,(v) verb
put out of shape,ኣትሞመ,(v) verb
put right,ኣተኻኸለ,(v) verb
put up,ክብ ኣበለ,(v) verb
quality,ብቕዓት,(n) noun
quarter,ርብዒ,(n) noun
question,ሕቶ,(n) noun
quick,ቅልጡፍ,(a) adjective
quickly,ብቑልጡፍ,(adv) adverb
quickness,ቅልጣፈ,(n) noun
quiet,"(n) ህድኣት,  ህዱእ",(a) adjective
quiet down,ኣህደአ,(v) verb
quietly,ብህድኣት,(adv) adverb
quietness,ህዱእ,(a) adjective
quiver,ኣንፈጥፈጠ,(v) verb
rabbit,ማንቲለ,(n) noun
rabbit hutch,ገዛ ማንቲለ,(n) noun
race,ቅድድም,(n) noun
radiator,መሞቒ,(n) noun
radio,ራዲዮ,(n) noun
rag,ጨርቂ,(n) noun
rage,ቁጠዓ,(n) noun
rail,መደንደል,(n) noun
rain,ዝናብ,(n) noun
rain,ዘነበ,(v) verb
rainbow,ቀስተ ደመና,(n) noun
raise,ኣልዓለ,(v) verb
raisins,ዘቢብ,(n) noun
rake,ሓግሓገ,(v) verb
ranch,ምርባሕ እንስሳ,(n) noun
rapid,ቅልጡፍ,(a) adjective
rare,(adv a) ሳሓቲ,(uncategorized) Uncategorized
rat,ኣንጭዋ,(n) noun
rate,ቀረጽ,(n) noun
reach,በጽሐ,(v) verb
read,ነበበ,(v) verb
read again,እንደገና ኣንበበ,(v) verb
reader,ኣንባቢት,(nf) noun feminine
reader,ኣንባቢ,(nm) noun masculine
reading,ንባብ,(n) noun
real,ሓቂ,(a) adjective
reality,ክውንነት,(n) noun
reap,እኽሊ ኣኸበ,(v) verb
reason,ምኽንያት,(n) noun
receipt,ቅብሊት,(n) noun
receive,ተቐበለ,(v) verb
recent,ቀረባ እዋን,(a) adjective
recently,ኣብዚ ቀረባ እዋን,(adv) adverb
reception,መቐበል ጋሻ,(n) noun
recess,ዕረፍቲ,(n) noun
recognize,ኣለለየ,(v) verb
recover,እንደና ረኸበ,(v) verb
recovery,ምሕዋይ,(n) noun
rectangle,ርቡዕ ኩርናዕ,(n) noun
red,ቀይሕ,(a) adjective
red chilli pepper,በርበረ,(n) noun
reduce,ነከየ,(v) verb
referee,መንጎኛ,(n) noun
reflection,ነጸብራቕ,(n) noun
reform,ጸገነ,(v) verb
refuse,ኣብየ,(v) verb
regain,እንደና ረኸበ,(v) verb
region,ከባቢ,(n) noun
regret,ጣዕሳ,(n) noun
regulation,ስምምዕ,(n) noun
rehearsal,ድግማ,(n) noun
reject,ነጸገ,(v) verb
rejoin,ኣርከበ,(v) verb
relative,ዘመድ,(n) noun
relaxation,ዕረፍቲ,(n) noun
release,ፈተሐ,(v) verb
reliable,ርግጸኛ,(a) adjective
reliance,እምነት,(n) noun
relief,ምፍጓስ,(n) noun
religion,ሃይማኖት,(n) noun
religious,ሃይማኖታዊ,(a) adjective
remain,ተረፈ,(v) verb
remark,ብህሊት,(n) noun
remedy,መድሃኒት,(n) noun
remember,ዘከረ,(v) verb
remind,ኣዘከረ,(v) verb
remorse,ጣዕሳ,(n) noun
remove,ኣልገሰ,(v) verb
renew,ኣሐደሰ,(v) verb
rent,ክራይ,(n) noun
rent,ኣካረየ,(v) verb
repair,ኣዐረየ,(v) verb
repeat,ደገመ,(v) verb
replace,ተክአ,(v) verb
reply,"መለሰ, ምላሽ ሃበ",(v) verb
represent,ወከለ,(v) verb
representative,ወኪል,(n) noun
reptile,ለማሚ,(n) noun
republic,ሩፑብሊክ,(n) noun
request,(vn) ጠለበ,(uncategorized) Uncategorized
require,ኣድለየ,(v) verb
rescue,ኣድሓነ,(v) verb
rescuer,መድሓኒ,(n) noun
reserve,ቅሙጥ,(n) noun
residence,ትቕመጠሉ ቦታ,(n) noun
resist,ተቓወመ,(v) verb
resistance,ተቓዉሞ,(n) noun
resolution,ውሳኔ,(n) noun
resolve,ፈተሐ,(v) verb
resources,ሃብቲ,(n) noun
respect,ክብረት,(n) noun
respect,ኣኸበረ,(v) verb
respectful,ኣኽባሪ,(a) adjective
responsibility,ሓላፍነት,(n) noun
rest,ዕረፍቲ,(n) noun
rest,ኣዕረፈ,(v) verb
restart,እንደገና ጀመረ,(v) verb
restaurant,ቤተ ብልዒ,(n) noun
result,ውጽኢት,(n) noun
retirement,ጥሮታ,(n) noun
return,እንደገና መጸ,(v) verb
return ticket,ቲከት መምለሲ,(n) noun
reunion,ኣኼባ,(n) noun
reveal,ቀልዕ,(v) verb
revenge,ሕነ,(n) noun
reverse,ግምጥልሽ,(n) noun
review,ደገመ,(v) verb
revolution,ሰዉራ,(n) noun
reward,ጻማ,(n) noun
rhythm,ረምታ,(n) noun
ribs,መሰናግለ,(n) noun
rice,ሩዝ,(n) noun
rich,ሃብታም,(a) adjective
"rid of, get",ወገደ,(v) verb
ride,ተወጥሐ,(v) verb
rifle,ጠበንጃ,(n) noun
right,ቅኑዕ,(a) adjective
right to vote,መሰል ድምጺ,(n) noun
rightly,ብግቡእ,(adv) adverb
ring,ደወለ,(v) verb
rip up,ቀደደ,(v) verb
rise,እንደገና ተንሰአ,(v) verb
risky,ሓደጋ,(n) noun
river,ዋሕዚ,(n) noun
road,መንገዲ,(n) noun
roast,ጥቡስ ስጋ,(n) noun
rob,ዘመተ,(v) verb
robbery,ስርቂ,(n) noun
rock,ከውሒ,(n) noun
rocky,ከውሓዊ,(a) adjective
roof,ናሕሲ,(n) noun
room,ክፍሊ,(n) noun
roomy,ሰፊሕ,(a) adjective
rooster,ደርሆ,(n) noun
root,ሱር,(n) noun
rope,ገመድ,(n) noun
rose,ጽጌረዳ,(n) noun
rose bush,ገረበ ጽግረዳ,(n) noun
rosemary,ሮዝመሪ,(n) noun
rot,መሽመሸ,(v) verb
rough,ሓርፋፍ,(a) adjective
round,ከቢብ,(a) adjective
round,ክቢ,(n) noun
round,ኣኽበበ,(v) verb
route,መንገዲ,(n) noun
royal,ንጉሳዊ,(a) adjective
rub,ፋሕፈሐ,(v) verb
ruin,ዕንወት,(n) noun
rule,ስርዓት,(n) noun
ruler,መስመር,(n) noun
run,ጎየየ,(v) verb
runner,ጎያዩ,(n) noun
rural,ገጠራዊ,(a) adjective
rural area,ሃገረሰብ,(n) noun
rush,ቀልጠፈ,(v) verb
rush,ተሃወኸ,(v) verb
rusty,መራት,(a) adjective
sack,ሳንጣ,(n) noun
sacrament,ቁርባን,(n) noun
sacrifice,መስዋእቲ,(n) noun
sacrifice,ተሰወአ,(v) verb
sad,ጉሁይ,(a) adjective
sadness,ጓሂ,(n) noun
safe,ድሕንነት,(a) adjective
sailing ship,ጋንጽላ መንርከብ,(n) noun
sailor,ባሕረኛ,(n) noun
saint,ጻድቕ,(n) noun
salad,ሳላጣ,(n) noun
salary,መሃያ,(n) noun
saliva,ጥፍጣፍ,(n) noun
salt,ጨዉ,(n) noun
sample,መርኣያ,(n) noun
sand,ሑጻ,(n) noun
satisfy,ኣዐገበ,(v) verb
Saturday,ቀዳም,(n) noun
save,ኣድሓነ,(v) verb
save up,ቆጠበ,(v) verb
saving,ውህላለ ገንዘብ,(n) noun
saviour,መድሓኒ,(n) noun
saw off,ሓርሓረ,(v) verb
say,በለ,(v) verb
say again,ደገመ,(v) verb
scarf,ሻርባ,(n) noun
scent,ጨና,(n) noun
schedule,ዓውደ ኣዋርሕ,(n) noun
school,ቤተ ትምህርቲ,(n) noun
school teacher,መም ህር,(n) noun
schoolboy,ተማሃራይ,(n) noun
schoolgirl,ተማሃሪት,(n) noun
science,ሳየንስ,(n) noun
science,ኣስተዋጽኦ ፍልጠት,(n) noun
scissors,መቐስ,(n) noun
score,ነጥቢ,(v) verb
scrape,ሓኸኸ,(v) verb
scratch,ሓንፈጠ,(v) verb
screen,ዓለባ ምርኢት,(n) noun
screwdriver,ዘዋር መስኒ,(n) noun
script,ጽሕፈት,(n) noun
sculpture,ቅርጺ,(n) noun
sea,ባሕሪ,(n) noun
seal,ማሕተም,(n) noun
seam,ስፍየት ክዳን,(n) noun
search,ምድላይ,(n) noun
search,ደለየ,(v) verb
season,ክፍለ ዓመት,(n) noun
seat,ኮፍ መበሊ,(n) noun
seat,ኣንበረ,(v) verb
second grade,ካልኣይ ክፍሊ,(n) noun
secondary,ካልኣዊ,(a) adjective
secondary school,ካልኣይ,(n) noun
secret,ምስጢር,(a) adjective
secretary,ጸሐፊ,(n) noun
secretary,"ጸሓፋይ, ጸሓፊት",(n) noun
section,ክፍሊ,(n) noun
security,ውሕስነት,(n) noun
see,ረኣየ,(v) verb
seed,ፍረ,(n) noun
seem,መሰለ,(v) verb
select,መረጸ,(v) verb
selection,ምርጫ,(n) noun
self confidence,መተኣማመኒ,(n) noun
self control,ርግኣት,(n) noun
sell,ሸየጠ,(v) verb
seller,ሸያጣይ,(n) noun
seller,ሸያጢት,(nf) noun feminine
send,ስደደ,(v) verb
send to sleep,ኣደቀሰ,(v) verb
sender,ሰዳዳይ,(n) noun
senior,ሽማግለ,(an) adjective noun
sensational,ኣድናቒ,(a) adjective
sensitive,ተነካኢ,(a) adjective
separate,ፈለየ,(v) verb
separation,ምፍልላይ,(n) noun
September,መስከረም,(n) noun
serenity,ርግኣት,(n) noun
sergeant,ሰርገንቲ,(n) noun
seriously,ብጥንቃቐ,(adv) adverb
servant,"ኣገልጋሊት, ከዳሚት",(nf) noun feminine
servant,ኣገልጋሊ,(nm) noun masculine
serve,ኣገልገለ,(v) verb
service,ጽቡቕ ግብሪ,(n) noun
set,ኣቐመጠ,(v) verb
set right,ኣቕነዐ,(v) verb
set up,"ኣትከለ, ሰርዐ",(v) verb
set up again,ኣቕነዐ,(v) verb
settle,ተቖጻጸረ,(v) verb
settle down,ኣትከለ,(v) verb
seven,ሸውዓተ,(a) adjective
seventeen,ዓሰርተ ሸውዓተ,(an) adjective noun
seventh grade,ሻቡዓይ ክፍሊ,(n) noun
seventy,ሰብዓ,(an) adjective noun
several,ሓያሎ,(a) adjective
severity,ጽኑዕ ምክትታል,(n) noun
sew,ሰፈየ,(v) verb
sewing,ስፍየት ክዳን,(n) noun
shade,ጽላሎት,(n) noun
shadow,ጽላሎት,(n) noun
shake,ነቕነቐ,(v) verb
shame,ሕፍረት,(v) verb
shameful,ዘሕፍር,(a) adjective
shape,ቅርጺ,(n) noun
share,መቐለ,(v) verb
sharp,ቅጢን ድምጺ,(n) noun
sharpen,ከምከመ,(v) verb
shatter,ሰበረ,(v) verb
shave,ላጸየ,(v) verb
she,ንሳ,(prn) pronoun
sheep,በጊዕ,(n) noun
sheep pen,እንዳ ኣባጊዕ,(n) noun
sheet,ኣንሶላ,(n) noun
sheet paper,ፎልዮ,(n) noun
shelter,ዓቀበ,(v) verb
"shelter, take",ተዓቖበ,(v) verb
shepherd,ጓሳ,(n) noun
shine,ኣንጸባረቐ,(v) verb
shining bright,ኣንጸባረቒ,(a) adjective
ship,መርከብ,(n) noun
shipper,ሰዳዳይ,(n) noun
shirt,ካሚሻ,(n) noun
shiver,ምንቅጥቃጥ,(n) noun
shiver,ኣንቀጥቀጠ,(v) verb
shoe,ሳእኒ,(n) noun
shoemaker,ሰራሕ ሳእኒ,(n) noun
"shoes, put on",ሳእኒ ለበሰ,(v) verb
shoot,ተኰሰ,(v) verb
shore,ደንደስ,(n) noun
short,ሓጺር,(a) adjective
short story,ወረ,(n) noun
shortage,ጉዳል,(n) noun
shorten,ኣሕጸረ,(v) verb
shoulder,መንኩብ,(n) noun
shovel,ባዶላ,(n) noun
show,ኣርኣየ,(v) verb
shower,"ዝናብ, ዝናብ መሕጸቢ",(n) noun
shudder,ኣንፈጥፈጠ,(v) verb
shut,ዕጽዉ,(a) adjective
shut,ዓጸወ,(v) verb
shutter,መጋረጀ,(n) noun
shy,ሓፋር,(a) adjective
sick,ሕሙም,(n) noun
sidewalk,መንገዲ ኣጋር,(n) noun
sigh,ኡፍ በለ,(v) verb
sight,ርእየት,(n) noun
sign,ምልክት,(n) noun
signal,ምልክት,(n) noun
signature,ክታም,(n) noun
silence,ጸጥታ,(n) noun
silent,ጸጥተኛ,(a) adjective
silver,ብሩር,(n) noun
silvery,ብሩር ዝተቀብአ,(a) adjective
similar,ዝመስሰል,(a) adjective
similar,(adv a) ከም,(uncategorized) Uncategorized
simple,ቀሊል,(a) adjective
simplify,ኣቃለለ,(v) verb
simply,ብቐሊል,(adv) adverb
sin,ሓጥያት,(n) noun
sincerely,ብቕንዕና,(adv) adverb
sincerity,ቅንዕና,(n) noun
sing,ደረፈ,(v) verb
singer,ደራፊት,(nf) noun feminine
singer,ደራፊ,(nm) noun masculine
single,ዘይምርዕዉ,(an) adjective noun
sinister,እከይ,(a) adjective
sink,ጠሓለ,(v) verb
sinus,ስርኖ,(n) noun
sister,ሓብቲ,(n) noun
sit,ኮፍ,(v) verb
sit down,ኮፍ በለ,(v) verb
site,ቦታ,(n) noun
situation,ኩነታት,(n) noun
six,ሽዱሽተ,(a) adjective
six months,መንፈቕ,(n) noun
sixteen,ዓሰርተ ሽዱሽተ,(an) adjective noun
sixth grade,ሻዱሻይ ክፍሊ,(n) noun
sixty,ስሳ,(an) adjective noun
size,ዓቐን,(n) noun
skate,ኣንሻተተ,(v) verb
skeleton,ኣስካሮን,(n) noun
sketch,ንድፊ,(n) noun
skilful,ክኢላ,(a) adjective
skill,ክእለት,(n) noun
skilled worker,ሰራሕተኛ,(n) noun
skin,ቆርበት,(n) noun
skirt,ጎና,(n) noun
skull,ሽክና ርእሲ,(n) noun
slain,ሓረደ,(v) verb
slam,ገምታ,(n) noun
slaughter,ሓረደ,(v) verb
slave,ባርያ,(an) adjective noun
sleep,ድቃስ,(n) noun
sleep,ደቀሰ,(v) verb
slide,ኣንሻተተ,(v) verb
slight,ፈኲስ,(a) adjective
slightly,ብቐሊሉ,(adv) adverb
slip,ኣንሻተተ,(v) verb
slipper,ሸበጥ,(n) noun
slippery,ሸትሕትሖ,(a) adjective
slope,"ቁልቁለት, ዓቐብ",(n) noun
slowly,ብቐስ,(adv) adverb
slowness,ዝሕለት,(n) noun
small,"ንእሽቶ, ንእሽተይ",(a) adjective
small finger,ሕንጢል,(n) noun
small intestine,ማዓንጣ,(n) noun
small toe,ሕንጢል ሕንጥሊቶ,(n) noun
smart,ጎራሕ,(a) adjective
smell,ጨነወ,(v) verb
smelting,ምሕቃቐ,(n) noun
smile,ፍሽኽታ,(n) noun
smile,ፍሽኸታ,(v) verb
smoke,ትኪ,(n) noun
smoke,ኣትከኸ,(v) verb
smooth,ልሙጽ,(a) adjective
snack,ጠዓሞት,(n) noun
snail,ኣረነ,(n) noun
snake,ተመን,(n) noun
so much,ብጣዕሚ,(adv) adverb
soak,ኣጥለለ,(v) verb
soap,ሳሙና,(n) noun
soccer,ኩእሶ እግሪ,(n) noun
social,ማሕበራዊ,(a) adjective
society,ሕብረት ሰብ,(n) noun
sock,ካልሲ,(n) noun
soft,ልምሉም,(a) adjective
soil,ባይታ,(n) noun
soldier,ወተሃደር,(n) noun
sole of the foot,ከብዲ እግሪ,(n) noun
solely,ጥራይ,(adv) adverb
solid,ድሩቕ,(a) adjective
solution,መፍትሒ,(n) noun
solve,ፈተሐ,(v) verb
something,ገለ ነገር,(adv) adverb
sometimes,ንሓንሳብ,(adv) adverb
son,ወዲ,(n) noun
song,ደርፊ,(n) noun
soon,ብቑልጡፍ,(adv) adverb
sore,ቁስሊ,(n) noun
sorrow,ጸበባ,(n) noun
sorry,ይቕረታ,(n) noun
sort,ዓይነት,(n) noun
sort,መመየ,(v) verb
soul,ነፍሲ,(n) noun
sound,ድምጺ,(n) noun
soup,መረቕ,(n) noun
south,ደቡብ,(n) noun
southern,ደብባዊ,(a) adjective
space,ቦታ,(n) noun
spade,ባዶላ,(n) noun
spare,ቆጠበ,(v) verb
spare time,ግዜ ዕረፍቲ,(n) noun
"sparing with, be",ቆጠበ,(v) verb
sparkle,ኣንጸባረቐ,(v) verb
speak,ተዘረበ,(v) verb
speaker,ተዛራባይ,(n) noun
special,ፍሉይ,(a) adjective
spectator,ተዓዛቢ,(nm) noun masculine
speech,ዘረባ,(n) noun
speed,ቅልጣፈ,(n) noun
spell,ጸሓፈ,(v) verb
spend,ሓሸሸ,(v) verb
spice,ቀመማት,(n) noun
spider,ሳሬት,(n) noun
spinach,"ሓምሊ, ስፐናቺ",(n) noun
spine,ዓንዲ ሕቔ,(n) noun
