English,Tigrigna,POS_CATEGORIES,POS,MorphFeatures
heating,መውዓይ,(n) noun,noun,none
heavenly,ገነታዊ,(a) adjective,adjective,none
heavy,ከቢድ,(a) adjective,adjective,none
heel,"ታኮ, ሸኾና እግሪ",(n) noun,noun,none
heels,ኩሩኹሮ,(n) noun,noun,none
height,ቁመት,(n) noun,noun,none
hello,ሰላም,(interj) interjection,interjection,none
helmet,ቆቢዕ ወታሃደር,(n) noun,noun,none
help,ሓገዝ,(n) noun,noun,none
help,ሓገዘ,(v) verb,verb,none
henhouse,መራብሒ ደርሁ,(n) noun,noun,none
here,ኣብዚ,(adv) adverb,adverb,none
hero,ቀንዲ ተዋሳኢ,(n) noun,noun,none
heroic,ጀግና,(an) adjective noun,adjective,noun-derived
hers,ናታ,(a) adjective,adjective,none
hesitate,ተጠራጠረ,(v) verb,verb,none
hesitation,ጥርጠራ,(n) noun,noun,none
hide,ሐብአ,(v) verb,verb,none
hiding place,መሕብኢ,(n) noun,noun,none
high school,ካልኣይ ደረጃ,(n) noun,noun,none
higher,ላዕላይ,(a) adjective,adjective,none
hill,ኩርባ,(n) noun,noun,none
hip,ምሕኩልቲ,(n) noun,noun,none
hips,ጎሎ,(n) noun,noun,none
hire,ኣካረየ,(v) verb,verb,none
his,ናቱ,(a) adjective,adjective,none
history,ታሪኽ,(n) noun,noun,none
hit,ወቕዐ,(v) verb,verb,none
hobo,ኮብላሊ,(n) noun,noun,none
hold,ምሓዝ,(n) noun,noun,none
hold,ሓዘ,(v) verb,verb,none
hold up,ደንጎየ,(v) verb,verb,none
hole,ነኳል,(an) adjective noun,adjective,noun-derived
hole,ጉድጓድ,(n) noun,noun,none
holiday,(na) በዓል,(uncategorized) Uncategorized,uncategorized,none
holy,ቅዲስ,(a) adjective,adjective,none
holy,ጻድቕ,(n) noun,noun,none
home,ገዛ,(n) noun,noun,none
homeland,ዓደቦ,(n) noun,noun,none
homeless,ኮብላሊ,(n) noun,noun,none
honest,ሓቀኛ,(a) adjective,adjective,none
honesty,ቅንዕና,(n) noun,noun,none
honey,ማዓር,(n) noun,noun,none
honey wine,ሜስ,(n) noun,noun,none
honour,ኣኽበረ,(v) verb,verb,none
honourable,ክቡር,(a) adjective,adjective,none
hope,ተስፋ,(n) noun,noun,none
hope for,ተተስፈየ,(v) verb,verb,none
horizontal,ግድሞ,(a) adjective,adjective,none
horn,ቀርኒ,(n) noun,noun,none
horrible,ኣሰንባዲ,(a) adjective,adjective,none
horse,ፈረስ,(n) noun,noun,none
horse rider,ፈረሰኛ,(n) noun,noun,none
horsemanship,ፈረስ ምስቃል,(n) noun,noun,none
hose,ቱቦ,(n) noun,noun,none
hospitable,ኣአንጋዲ,(a) adjective,adjective,none
hospital,ሆስፒታል,(n) noun,noun,none
host,ተቐባል ጋሻ,(n) noun,noun,none
hot,ውዑይ,(a) adjective,adjective,none
hotel,ሆቴል,(n) noun,noun,none
hour,ሰዓት,(n) noun,noun,none
house,ገዛ,(n) noun,noun,none
how,ከመይ,(adv) adverb,adverb,none
how much,ክንደይ,(adv) adverb,adverb,none
however,"ግን, ግና, ጌና",(con) conjunction,conjunction,none
huge,ግዙፍ,(a) adjective,adjective,none
human,ወዲ ሰብ,(a) adjective,adjective,none
humanitarian,ሰብኣዊ,(a) adjective,adjective,none
humanity,ፍጥረት ሰብ,(n) noun,noun,none
humidity,ጠሊ,(n) noun,noun,none
humiliate,ኣናሸወ,(v) verb,verb,none
hump,መንዳዓት,(n) noun,noun,none
hundred,ሚእቲ,(an) adjective noun,adjective,noun-derived
hundred kilos,ኩንታል,(n) noun,noun,none
hunger,ጥሜት,(n) noun,noun,none
hungry,ጥሙይ,(a) adjective,adjective,none
hunt,ሃደነ,(v) verb,verb,none
hunter,ሃዳናይ,(n) noun,noun,none
hurry,ታህዋኽ,(n) noun,noun,none
hurry,ተሃወኸ,(v) verb,verb,none
hurry up,ቀልጠፈ,(v) verb,verb,none
hurt,ጉድኣት,(n) noun,noun,none
hurt,ጐድአ,(v) verb,verb,none
hurt oneself,ተጎድአ,(v) verb,verb,none
husband,በዓል ቤት,(nm) noun masculine,noun,masculine
hut,ኣጉዶ,(n) noun,noun,none
hyena,ዝብኢ,(n) noun,noun,none
hygiene,ስነ ጥዕና,(n) noun,noun,none
I,ኣነ,(prn) pronoun,pronoun,none
idea,ሓሳብ,(n) noun,noun,none
ideal,ዝሰማማዕ,(n) noun,noun,none
identify,ፈለጠ,(v) verb,verb,none
ignorance,ድንቁርና,(n) noun,noun,none
ignorant,ደንቆሮ,(a) adjective,adjective,none
ignore,ሻላ በለ,(v) verb,verb,none
ill,ሕሙም,(n) noun,noun,none
illuminate,ኣብረሀ,(v) verb,verb,none
image,ስእሊ,(n) noun,noun,none
imagine,ሓሰበ,(v) verb,verb,none
imitate,ቀድሐ,(v) verb,verb,none
immediately,ብኡንቡኡ,(adv) adverb,adverb,none
immobile,ዘይንቀሳቐስ,(a) adjective,adjective,none
importance,ኣድላይነት,(n) noun,noun,none
important,ኣገዳሲ,(a) adjective,adjective,none
impossibility,ዘይካኣልነት,(n) noun,noun,none
impossible,ዘይካኣል,(a) adjective,adjective,none
impress,ኣደነቐ,(v) verb,verb,none
improve,ኣመሓየሸ,(v) verb,verb,none
in advance,ኣቐዲምካ ዝግበር,(a) adjective,adjective,none
"in, go",ጠሓለ,(v) verb,verb,none
incapable,ዘይክእል,(a) adjective,adjective,none
include,ወሰኸ,(v) verb,verb,none
inconvenience,ጸገመ,(v) verb,verb,none
increase,ወሰኸ,(v) verb,verb,none
indeed,ብሓቂ,(adv) adverb,adverb,none
independence,ነጻነት,(n) noun,noun,none
independent,ነጻ,(a) adjective,adjective,none
indicate,ኣመልከተ,(v) verb,verb,none
indigestion,ዘይሕቀት መግቢ,(n) noun,noun,none
industrial,ኡንዱስትሪያዋ,(a) adjective,adjective,none
industrial area,ዞባ ቤት,(a) adjective,adjective,none
industrialist,ኡንዱስትሪ,(n) noun,noun,none
inevitable,ዘይተርፍ,(a) adjective,adjective,none
inevitably,ግድነት,(adv) adverb,adverb,none
infant,ሕጻን,(n) noun,noun,none
infantile,ናይ ሕጻን,(a) adjective,adjective,none
inferior,ታሕታይ,(a) adjective,adjective,none
infinite,ወሰን ዘአይብሉ,(an) adjective noun,adjective,noun-derived
inflame,ኣሕረቐ,(v) verb,verb,none
influence,ጽልዋ,(n) noun,noun,none
inform,ኣፍለጠ,(v) verb,verb,none
information,"ሓበሬታ, ወረ",(n) noun,noun,none
ingratitude,ዘይምምስጋን,(n) noun,noun,none
inhabitant,ተቐማጢ,(nm) noun masculine,noun,masculine
inheritance,ውርሻ,(n) noun,noun,none
injure,ጎድአ,(v) verb,verb,none
injure oneself,ተጎድአ,(v) verb,verb,none
injury,ጉድኣት,(n) noun,noun,none
ink,ቀለም,(n) noun,noun,none
ink well,ጥርሙዝ ቀለም,(n) noun,noun,none
innocence,ንጽህና,(n) noun,noun,none
innocent,ንጽህ,(a) adjective,adjective,none
inquiry,ወረ,(n) noun,noun,none
insect,ሓሰኻ,(n) noun,noun,none
inside,ውሽጢ,(a) adjective,adjective,none
insist,ብግዲ በለ,(v) verb,verb,none
insoluble,ዘይፍታሕ,(a) adjective,adjective,none
inspect,በጽሐ,(v) verb,verb,none
inspector,ተቖጻጻሪ,(n) noun,noun,none
institute,ትካል,(n) noun,noun,none
instructive,ሃናጺ,(a) adjective,adjective,none
instrument,መሳርሒ ኣቕሓ,(n) noun,noun,none
insult,ጸርፊ,(n) noun,noun,none
insult,ጸረፈ,(v) verb,verb,none
intellectual,ምሁር,(a) adjective,adjective,none
intelligence,ኣስተውዕሎ,(n) noun,noun,none
intelligent,ኣስተውዓሊ,(an) adjective noun,adjective,noun-derived
intend,ኣመስለ,(v) verb,verb,none
intention,ዕላማ,(n) noun,noun,none
interest,ወለድ,(n) noun,noun,none
interesting,ኣገዳሲ,(a) adjective,adjective,none
interrupt,ኣቋረጸ,(v) verb,verb,none
intervene,ጣልቃ ኣተወ,(v) verb,verb,none
intestine,መዓንጣ,(n) noun,noun,none
introduce,ኣላለየ,(v) verb,verb,none
introduction,መእተዊ,(n) noun,noun,none
invade,ወረረ,(v) verb,verb,none
invalid,ዋጋ ዘይብሉ,(a) adjective,adjective,none
invent,መሃዘ,(v) verb,verb,none
invention,ምህዞ,(n) noun,noun,none
investigate,ኣጽንዐ,(v) verb,verb,none
investigation,መርመረ,(n) noun,noun,none
invisible,ዘይረአ,(a) adjective,adjective,none
invitation,ዕድመ,(n) noun,noun,none
invite,ዓደመ,(v) verb,verb,none
involve,ተኻፈለ,(v) verb,verb,none
iron,ሓጺን,(n) noun,noun,none
ironing,እስትራረ,(n) noun,noun,none
irrigate,መስኖወ,(v) verb,verb,none
irritate,ኣሕረቐ,(v) verb,verb,none
island,ደሴት,(n) noun,noun,none
isolate,ፈለየ,(v) verb,verb,none
Italian,ኡጣልያዊ,(a) adjective,adjective,none
Italian parsley,ፐርሰሜሎ,(n) noun,noun,none
item,ኣቕሓ,(n) noun,noun,none
item of clothing,ክዳን,(n) noun,noun,none
ivory,ስኒ ሓርማዝ,(n) noun,noun,none
ivy,ኣይቢ ዓይነት ሓረግ,(n) noun,noun,none
jacket,ጁባ,(n) noun,noun,none
jacket,ጃኬት,(n) noun,noun,none
jalapeño pepper,ጒዕ,(n) noun,noun,none
jam,ማልመላታ,(n) noun,noun,none
January,ጥሪ,(n) noun,noun,none
jaw,መንጋጋ,(n) noun,noun,none
jealous,ቀናአ,(a) adjective,adjective,none
jealousy,ቅንኢ,(n) noun,noun,none
Jesus Christ,የሱስ ክርስቶስ,(n) noun,noun,none
jewel,ስልማት,(n) noun,noun,none
job,ስራሕ,(n) noun,noun,none
join,ሰዓበ,(v) verb,verb,none
joke,ላግጺ,(n) noun,noun,none
jostle,ደፋፍአ,(v) verb,verb,none
journal,ጋዜጣ,(n) noun,noun,none
journalist,ጋዜጠኛ,(n) noun,noun,none
journey,"ጉዕዞ, መገሻ",(n) noun,noun,none
joy,ደስታ,(n) noun,noun,none
joyful,ድሱት,(a) adjective,adjective,none
judge,"ፈራዲ, ዳኛ, ፈራዳይ",(n) noun,noun,none
judge,ዓራቒት ፈራዲት,(nf) noun feminine,noun,feminine
judge,ዓራቓይ,(nm) noun masculine,noun,masculine
judge,"ዳነየ, ምፍራድ, ምፍታሕ",(v) verb,verb,none
judgement,"ኣንፈት, ፍርዲ,",(n) noun,noun,none
juicy,ፈሳሲ ዘለዎ,(a) adjective,adjective,none
July,ሓምለ,(n) noun,noun,none
jump,ዝላ,(n) noun,noun,none
jump,ዘለለ,(v) verb,verb,none
junction,መራኸቢ,(n) noun,noun,none
June,ሰነ,(n) noun,noun,none
junior high school,ማእከላይ,(n) noun,noun,none
juror,ፈራዲ,(n) noun,noun,none
jury,ፈራዶ,(n) noun,noun,none
just,ልክዕ,(a) adjective,adjective,none
justify,መግለጺ ሃበ,(v) verb,verb,none
keep,ዓቀበ,(v) verb,verb,none
kennel,ኣጉዶ,(n) noun,noun,none
key,መፍትሕ,(n) noun,noun,none
kick,ነድሐ,(v) verb,verb,none
kidney,ኩላሊት,(n) noun,noun,none
kill,ቀተለ,(v) verb,verb,none
kilogram,ኪሎግራም,(n) noun,noun,none
kilometre,ኪሎሜተር,(n) noun,noun,none
kind,ትዑይ,(a) adjective,adjective,none
kind,ዓይነት,(n) noun,noun,none
kindergarten,መውዓል ህጻናት,(n) noun,noun,none
kindly,ሕያዋይ,(a) adjective,adjective,none
kindness,ለውሃት,(n) noun,noun,none
king,ንጉስ,(n) noun,noun,none
kingdom,ግዝኣት,(n) noun,noun,none
kingly,ንጉሳዊ,(a) adjective,adjective,none
kiss,ስዕመት,(n) noun,noun,none
kiss,ሰዓመ,(v) verb,verb,none
kitchen,ክሽነ,(n) noun,noun,none
kitten,ውላድ ድሙ,(n) noun,noun,none
knead,ለወሰ,(v) verb,verb,none
knee,ብርኪ,(n) noun,noun,none
kneel,ተምበርከኸ,(v) verb,verb,none
knew,ፍሉጥ,(a) adjective,adjective,none
knife,ካራ,(n) noun,noun,none
knight,ፈረሰኛ,(n) noun,noun,none
knit,ኣለመ,(v) verb,verb,none
knock,ሃረመ,(v) verb,verb,none
knot,ቁጻር,(n) noun,noun,none
know,ፈለጠ,(v) verb,verb,none
know how to,ፍልጠት,(n) noun,noun,none
knowledge,ፍልጠት,(n) noun,noun,none
ladder,ኣስካላ,(n) noun,noun,none
lady,ሰበይቲ,(n) noun,noun,none
lair,በዓቲ,(n) noun,noun,none
lake,ቀላይ,(n) noun,noun,none
lamb,ዕየት,(n) noun,noun,none
lamp,ፋኑስ,(n) noun,noun,none
lampshade,ገራድ ብርሃን,(n) noun,noun,none
land,ዓለበ,(v) verb,verb,none
language,ቛንቛ,(n) noun,noun,none
large,"ዓብይ, ገዚፍ",(a) adjective,adjective,none
large intestine,ማዓንጣ,(n) noun,noun,none
last,መጠረሽታ,(a) adjective,adjective,none
late,"(n) ድንጉይ,  ዝሓለፈ",(a) adjective,adjective,none
latecomer,ደንጓዩ,(n) noun,noun,none
lateness,(n adv) ድንጉይ,(uncategorized) Uncategorized,uncategorized,none
latest,መጠረሽታ,(a) adjective,adjective,none
laugh,ሰሓቐ,(v) verb,verb,none
"laugh, at",ተላገጸ,(v) verb,verb,none
laughter,ሳሓቕ,(n) noun,noun,none
law,ሕጊ,(v) verb,verb,none
lawyer,ጠበቓ,(n) noun,noun,none
lay,ኣቐመጠ,(v) verb,verb,none
lay eggs,እንቋቑሖ ወለደት,(v) verb,verb,none
laziness,ትህኪት,(n) noun,noun,none
lazy,ሃካይ,(a) adjective,adjective,none
lead,"ኣምረሐ, መርሐ",(v) verb,verb,none
leader,መራሒ,(n) noun,noun,none
leaf,ቆጽሊ,(n) noun,noun,none
leak,ሞሎቐ,(v) verb,verb,none
lean,ቀጢን,(a) adjective,adjective,none
lean on,ተደገፈ,(v) verb,verb,none
lean out,ደነነ,(v) verb,verb,none
leap,ነጠረ,(v) verb,verb,none
learn,ተማህረ,(v) verb,verb,none
learned,ሊቕ,(n) noun,noun,none
least,(a adv) ጎደሎ,(uncategorized) Uncategorized,uncategorized,none
leather,ቆርበት,(n) noun,noun,none
leave,ገደፈ,(v) verb,verb,none
lecture,ስብከት,(n) noun,noun,none
left,ጸጋም,(an) adjective noun,adjective,noun-derived
"left, be",ተረፈ,(v) verb,verb,none
leg,ዳንጋ,(n) noun,noun,none
leg muscles,ሙሕኹልቲ,(n) noun,noun,none
legacy,ውርሻ,(n) noun,noun,none
legend,ኣፈ ታሪኽ,(n) noun,noun,none
legs,ሙሕኹልቲ,(n) noun,noun,none
lemon,ለሚን,(n) noun,noun,none
lemon tree,ገረብ ለሚን,(n) noun,noun,none
lend,ኣለቀሐ,(v) verb,verb,none
lengthen,ኣንወሐ,(v) verb,verb,none
lens,መርዓት ዓይኒ,(n) noun,noun,none
lentils,ብርስን,(n) noun,noun,none
leopard,ነብሪ,(n) noun,noun,none
less,(a adv) ጎደሎ,(uncategorized) Uncategorized,uncategorized,none
lesson,መጽናዕቲ ትምህርቲ,(n) noun,noun,none
let,ሓደገ,(v) verb,verb,none
letter (alphabet),ፊደል,(n) noun,noun,none
letter,ደብዳቤ,(n) noun,noun,none
letter box,ቦስጣ ሳጹን,(n) noun,noun,none
lettuce,ሳላጣ,(n) noun,noun,none
level,ማዕረ,(a) adjective,adjective,none
liar,ሓሳዊ,(a) adjective,adjective,none
liberal,ሰፊሕ ሓሳብ,(a) adjective,adjective,none
liberty,ሓርነት,(n) noun,noun,none
library,ቤተ ንባብ,(n) noun,noun,none
lick,ለሓሰ,(v) verb,verb,none
lid,መኽደኒ ድስቲ,(n) noun,noun,none
lie,ሓሶት,(n) noun,noun,none
lie,ተጋደመ,(v) verb,verb,none
life,ሂወት,(n) noun,noun,none
lift,ኣልዓለ,(v) verb,verb,none
ligament,ጂማት,(n) noun,noun,none
light,ፈኲስ,(a) adjective,adjective,none
light,ብራሃን,(n) noun,noun,none
light,ኣብረሀ,(v) verb,verb,none
light up,ወለዐ,(v) verb,verb,none
likable,ፍሕሽው,(a) adjective,adjective,none
like,(adv a) ከም,(uncategorized) Uncategorized,uncategorized,none
limb,መሓውር,(n) noun,noun,none
lime,ለሚን,(n) noun,noun,none
limit,ደረት,(n) noun,noun,none
limit,ወሰነ,(v) verb,verb,none
line,መስመር,(n) noun,noun,none
linen,ዓለባ,(n) noun,noun,none
lining,ፎደራ,(n) noun,noun,none
link,ሰንሰለት,(n) noun,noun,none
lion,ኣንበሳ,(n) noun,noun,none
lip,ከንፈር,(n) noun,noun,none
liquid,ፈሳሲ,(a) adjective,adjective,none
list,ዝርዝር,(n) noun,noun,none
listen,ሰምዐ,(v) verb,verb,none
listen to,ኣድመጸ,(v) verb,verb,none
liter,ሊተር,(n) noun,noun,none
literature,ስነ ጽሑፋ,(n) noun,noun,none
little,ንእሽተይ,(a) adjective,adjective,none
live,ሃለወ,(v) verb,verb,none
liven,ህይወት ሃበ,(v) verb,verb,none
liver,"ከብዲ, ጸላም አብዲ",(n) noun,noun,none
living,ሂወታዊ,(a) adjective,adjective,none
living room,መዕረፊ ክፍሊ,(n) noun,noun,none
load,ጽዕነት,(n) noun,noun,none
load,ጸዓነ,(v) verb,verb,none
loading,ጽዕነት,(n) noun,noun,none
loan,ልቓሕ,(n) noun,noun,none
loan,ኣለቀሐ,(v) verb,verb,none
loathe,ጸልአ,(v) verb,verb,none
local,ዞባዊ,(a) adjective,adjective,none
locality,ቦታ,(n) noun,noun,none
lock,መሽገጥ,(n) noun,noun,none
lock up,ዓጸወ,(v) verb,verb,none
locomotive,ተንቀሳቓሲ,(a) adjective,adjective,none
locust,ኣንበጣ,(n) noun,noun,none
loneliness,"ጽምዋ, ብሕትውና",(n) noun,noun,none
lonely,ጽምው,(a) adjective,adjective,none
long,ነዊሕ,(a) adjective,adjective,none
long,ነዊሕ ግዝ,(adv) adverb,adverb,none
long sigh,ኣስተንፈሰ,(v) verb,verb,none
long lived,ነዊሕ ጸናሒ,(a) adjective,adjective,none
look,ተመልከተ,(v) verb,verb,none
look after,ተኸናኸነ,(v) verb,verb,none
look at,ጠመተ,(v) verb,verb,none
loosen,ነቐለ,(v) verb,verb,none
lord,ጎይታ,(n) noun,noun,none
lorry,መኪና ጽዕነት,(n) noun,noun,none
lose,ተሳዓረ,(v) verb,verb,none
loser,ስዑር,(a) adjective,adjective,none
loss,ክስራን,(n) noun,noun,none
loud,ጫውጫውታ ዘለዎ,(a) adjective,adjective,none
love,ፍቕሪ,(n) noun,noun,none
love,ኣፍቀረ,(v) verb,verb,none
"love with, in",ፍቑር,(a) adjective,adjective,none
loving,ፍቑር,(a) adjective,adjective,none
low,ታሕቲ,(a) adjective,adjective,none
lower,"ነከየ, ኣትሓተ",(v) verb,verb,none
luck,ዕድል,(n) noun,noun,none
lunch,ቆረሰ,(v) verb,verb,none
lung,ሳንቡእ,(n) noun,noun,none
lungs,ሳንቡእ,(n) noun,noun,none
luxury,ጣዐሚ,(n) noun,noun,none
machine gun,ማሺን ጋን,(n) noun,noun,none
Madame,ወይዘሮ,(n) noun,noun,none
magical,ሽሕራዊ,(a) adjective,adjective,none
magnificent,ዘደንቕ,(a) adjective,adjective,none
mail,ደብዳቤ,(n) noun,noun,none
mailman,ቦስጠኛ,(n) noun,noun,none
main,ቀንዲ,(a) adjective,adjective,none
maintain,ናበየ,(v) verb,verb,none
maize,ዑፉን,(n) noun,noun,none
make,ገበረ,(v) verb,verb,none
make a hole,ኣንኮለ,(v) verb,verb,none
make bigger,ኣዕበየ,(v) verb,verb,none
make up,ኣቖመ,(v) verb,verb,none
make widely known,ቀልዐ,(v) verb,verb,none
male,ተባዕታይ,(n) noun,noun,none
malicious,ሃሳይ,(a) adjective,adjective,none
mammal,መጥበዊ,(n) noun,noun,none
man,ሰብኣይ,(n) noun,noun,none
manage,ኣመሓደረ,(v) verb,verb,none
manager,ሓለቓ,(n) noun,noun,none
mandate,ትእዛዝ,(n) noun,noun,none
manifest,ኣግሃደ,(v) verb,verb,none
mankind,ፍጥረት ሰብ,(n) noun,noun,none
manner,ኣገባብ,(n) noun,noun,none
manufacture,ሰርሐ,(v) verb,verb,none
many,ብዙሕ,(adv) adverb,adverb,none
map,ካርታ,(n) noun,noun,none
marble,"ባሊና, እምነ በረድ",(n) noun,noun,none
march,መጋቢት,(n) noun,noun,none
marine,ባሕራዊ,(a) adjective,adjective,none
maritime,ናይ ባሕሪ,(a) adjective,adjective,none
mark,ምልክት,(n) noun,noun,none
marriage,መርዓ,(n) noun,noun,none
married (get),ተመርዓወ,(v) verb,verb,none
marry off,ኣመርዓወ,(v) verb,verb,none
marvellous,ዘደንቕ,(a) adjective,adjective,none
mass,ቅዳሴ,(n) noun,noun,none
mass,እኩብ,(n) noun,noun,none
massage,ምድራዝ,(n) noun,noun,none
master,መም ህር,(n) noun,noun,none
match,ክርቢት,(n) noun,noun,none
mate,ብጸይቲ,(nf) noun feminine,noun,feminine
mate,ብጻይ,(nm) noun masculine,noun,masculine
material,ኣቑሑ ህንጻ,(n) noun,noun,none
matter,ጉዳይ,(n) noun,noun,none
matter,ኣገደሰ,(v) verb,verb,none
maturity,ብስለት,(n) noun,noun,none
May,ጉንበት,(n) noun,noun,none
mayor,ከንቲባ,(n) noun,noun,none
me,ኣነ,(prn) pronoun,pronoun,none
mead,ሜስ,(n) noun,noun,none
meal,ብልዒ,(n) noun,noun,none
mean,ሕሱም,(a) adjective,adjective,none
measles,ንፍዮ,(n) noun,noun,none
measure,ዓቀነ,(v) verb,verb,none
measurement,ዓቐን,(n) noun,noun,none
meat,ስጋ,(n) noun,noun,none
mechanic,መካኒክ,(n) noun,noun,none
medal,መዳልያ,(n) noun,noun,none
medication,መድሃኒት,(n) noun,noun,none
medicine,ሕክምና,(n) noun,noun,none
medium,ማእከል,(n) noun,noun,none
meet,ተራኸበ,(v) verb,verb,none
meeting,ኣኼባ,(n) noun,noun,none
melt,ሓቐቐ,(v) verb,verb,none
melting,ምሕቃቐ,(n) noun,noun,none
member,ኣባል,(n) noun,noun,none
memory,ዝኽረት,(n) noun,noun,none
mend,ኣዐረየ,(v) verb,verb,none
mention,ረቝሐ,(v) verb,verb,none
merchant,ነጋዳይ,(n) noun,noun,none
mercy,ምሕረት,(n) noun,noun,none
merit,ብቕዓት,(n) noun,noun,none
messenger,መልእኽተኛ,(n) noun,noun,none
metal,ብረት,(n) noun,noun,none
metallic,ብረታዊ,(a) adjective,adjective,none
meteorology,ስነ ኣየር,(n) noun,noun,none
meter,ቆጻሪ,(n) noun,noun,none
method,ቀጥዒ,(n) noun,noun,none
metre,ሜተር,(n) noun,noun,none
middle,ማእከላይ,(a) adjective,adjective,none
middle,ማእከል,(n) noun,noun,none
middle school,ማእከላይ ደረጃ,(n) noun,noun,none
